Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
501;CA-2018-159506;27/11/2018;2/12/2018;Standard Class;JR-16210;Justin Ritter;Corporate;United States;Columbus;Indiana;47201;Central;OFF-BI-10004519;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine;497.94
502;CA-2018-135307;26/11/2018;27/11/2018;First Class;LS-17245;Lynn Smith;Consumer;United States;Gladstone;Missouri;64118;Central;FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;126.3
503;CA-2018-135307;26/11/2018;27/11/2018;First Class;LS-17245;Lynn Smith;Consumer;United States;Gladstone;Missouri;64118;Central;TEC-AC-10002399;Technology;Accessories;SanDisk Cruzer 32 GB USB Flash Drive;38.04
504;CA-2018-122700;26/11/2018;30/11/2018;Standard Class;LT-17110;Liz Thompson;Consumer;United States;Columbus;Ohio;43229;East;TEC-PH-10003092;Technology;Phones;Motorola L804;220.752
505;CA-2018-165029;26/11/2018;30/11/2018;Standard Class;AH-10075;Adam Hart;Corporate;United States;Atlanta;Georgia;30318;South;OFF-AR-10003504;Office Supplies;Art;Newell 347;12.84
506;CA-2018-155957;26/11/2018;30/11/2018;Standard Class;CC-12610;Corey Catlett;Corporate;United States;Columbus;Ohio;43229;East;OFF-AP-10002082;Office Supplies;Appliances;Holmes HEPA Air Purifier;52.272
507;CA-2018-155957;26/11/2018;30/11/2018;Standard Class;CC-12610;Corey Catlett;Corporate;United States;Columbus;Ohio;43229;East;OFF-AP-10004708;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;213.136
508;CA-2018-130526;26/11/2018;29/11/2018;First Class;GT-14755;Guy Thornton;Consumer;United States;Rockford;Illinois;61107;Central;OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;33.568
509;CA-2018-155607;26/11/2018;30/11/2018;Standard Class;FG-14260;Frank Gastineau;Home Office;United States;New York City;New York;10009;East;OFF-AP-10001962;Office Supplies;Appliances;Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;58.73
510;CA-2018-155607;26/11/2018;30/11/2018;Standard Class;FG-14260;Frank Gastineau;Home Office;United States;New York City;New York;10009;East;OFF-BI-10003364;Office Supplies;Binders;Binding Machine Supplies;93.344
511;CA-2018-141439;26/11/2018;1/12/2018;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Richmond;Indiana;47374;Central;FUR-TA-10001039;Furniture;Tables;KI Adjustable-Height Table;257.94
512;CA-2018-141439;26/11/2018;1/12/2018;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Richmond;Indiana;47374;Central;TEC-PH-10002624;Technology;Phones;Samsung Galaxy S4 Mini;1879.96
513;CA-2018-141439;26/11/2018;1/12/2018;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Richmond;Indiana;47374;Central;FUR-FU-10001473;Furniture;Furnishings;DAX Wood Document Frame;27.46
514;CA-2018-141439;26/11/2018;1/12/2018;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Richmond;Indiana;47374;Central;TEC-PH-10001819;Technology;Phones;Innergie mMini Combo Duo USB Travel Charging Kit;89.98
515;CA-2018-141439;26/11/2018;1/12/2018;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Richmond;Indiana;47374;Central;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;828.6
516;CA-2018-100097;26/11/2018;29/11/2018;Second Class;MN-17935;Michael Nguyen;Consumer;United States;New York City;New York;10009;East;TEC-PH-10002310;Technology;Phones;Plantronics Calisto P620-M USB Wireless Speakerphone System;979.95
517;CA-2018-100097;26/11/2018;29/11/2018;Second Class;MN-17935;Michael Nguyen;Consumer;United States;New York City;New York;10009;East;FUR-FU-10003623;Furniture;Furnishings;DataProducts Ampli Magnifier Task Lamp, Black,;135.3
518;CA-2018-129000;25/11/2018;27/11/2018;Second Class;SZ-20035;Sam Zeldin;Home Office;United States;Canton;Michigan;48187;Central;OFF-ST-10001097;Office Supplies;Storage;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;501.81
519;US-2018-133312;25/11/2018;29/11/2018;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;FUR-BO-10002213;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;359.499
520;US-2018-133312;25/11/2018;29/11/2018;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;OFF-ST-10001325;Office Supplies;Storage;Sterilite Officeware Hinged File Box;10.48
521;CA-2018-161459;25/11/2018;29/11/2018;Second Class;EB-13750;Edward Becker;Corporate;United States;Laguna Niguel;California;92677;West;TEC-PH-10004071;Technology;Phones;PayAnywhere Card Reader;39.96
522;CA-2018-161459;25/11/2018;29/11/2018;Second Class;EB-13750;Edward Becker;Corporate;United States;Laguna Niguel;California;92677;West;OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";34.08
523;CA-2018-155159;25/11/2018;29/11/2018;Second Class;DL-13315;Delfina Latchford;Consumer;United States;Atlanta;Georgia;30318;South;OFF-PA-10003724;Office Supplies;Paper;Wirebound Message Book, 4 per Page;48.87
524;CA-2018-124765;25/11/2018;30/11/2018;Standard Class;HZ-14950;Henia Zydlo;Consumer;United States;Fort Lauderdale;Florida;33311;South;FUR-BO-10003965;Furniture;Bookcases;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;723.92
525;CA-2018-101665;25/11/2018;1/12/2018;Standard Class;TZ-21580;Tracy Zic;Consumer;United States;San Francisco;California;94122;West;OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;5.16
526;CA-2018-150266;25/11/2018;30/11/2018;Standard Class;RO-19780;Rose O'Brian;Consumer;United States;Houston;Texas;77070;Central;TEC-PH-10003437;Technology;Phones;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;299.96
527;CA-2018-150266;25/11/2018;30/11/2018;Standard Class;RO-19780;Rose O'Brian;Consumer;United States;Houston;Texas;77070;Central;OFF-AP-10002867;Office Supplies;Appliances;Fellowes Command Center 5-outlet power strip;67.84
528;CA-2018-150266;25/11/2018;30/11/2018;Standard Class;RO-19780;Rose O'Brian;Consumer;United States;Houston;Texas;77070;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;853.93
529;CA-2018-150266;25/11/2018;30/11/2018;Standard Class;RO-19780;Rose O'Brian;Consumer;United States;Houston;Texas;77070;Central;OFF-AR-10001761;Office Supplies;Art;Avery Hi-Liter Smear-Safe Highlighters;18.688
530;US-2018-109610;25/11/2018;30/11/2018;Second Class;BS-11590;Brendan Sweed;Corporate;United States;Louisville;Kentucky;40214;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;701.96
531;CA-2018-101945;24/11/2018;28/11/2018;Standard Class;GT-14710;Greg Tran;Consumer;United States;Houston;Texas;77070;Central;OFF-FA-10004248;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;10.824
532;CA-2018-166436;24/11/2018;28/11/2018;Standard Class;TS-21370;Todd Sumrall;Corporate;United States;New York City;New York;10035;East;OFF-PA-10001838;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";5.88
533;CA-2018-166436;24/11/2018;28/11/2018;Standard Class;TS-21370;Todd Sumrall;Corporate;United States;New York City;New York;10035;East;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;977.292
534;CA-2018-128300;24/11/2018;26/11/2018;Second Class;RS-19765;Roland Schwarz;Corporate;United States;Summerville;South Carolina;29483;South;TEC-PH-10002807;Technology;Phones;Motorla HX550 Universal Bluetooth Headset;79.1
535;CA-2018-128300;24/11/2018;26/11/2018;Second Class;RS-19765;Roland Schwarz;Corporate;United States;Summerville;South Carolina;29483;South;OFF-BI-10001597;Office Supplies;Binders;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";327.84
536;CA-2018-146535;24/11/2018;30/11/2018;Standard Class;FM-14290;Frank Merwin;Home Office;United States;Richmond;Kentucky;40475;South;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;2.88
537;CA-2018-146535;24/11/2018;30/11/2018;Standard Class;FM-14290;Frank Merwin;Home Office;United States;Richmond;Kentucky;40475;South;OFF-ST-10001526;Office Supplies;Storage;Iceberg Mobile Mega Data/Printer Cart;1443.96
538;CA-2018-169894;24/11/2018;29/11/2018;Second Class;MV-17485;Mark Van Huff;Consumer;United States;Mesa;Arizona;85204;West;OFF-BI-10004230;Office Supplies;Binders;GBC Recycled Grain Textured Covers;20.724
539;CA-2018-169894;24/11/2018;29/11/2018;Second Class;MV-17485;Mark Van Huff;Consumer;United States;Mesa;Arizona;85204;West;OFF-ST-10000060;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;415.872
540;CA-2018-153654;24/11/2018;26/11/2018;Second Class;MD-17860;Michael Dominguez;Corporate;United States;Asheville;North Carolina;28806;South;OFF-BI-10004465;Office Supplies;Binders;Avery Durable Slant Ring Binders;19.008
541;CA-2018-168641;24/11/2018;1/12/2018;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;New York City;New York;10035;East;OFF-AR-10003759;Office Supplies;Art;Crayola Anti Dust Chalk, 12/Pack;16.38
542;CA-2018-168641;24/11/2018;1/12/2018;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;New York City;New York;10035;East;OFF-EN-10003001;Office Supplies;Envelopes;Ames Color-File Green Diamond Border X-ray Mailers;167.96
543;CA-2018-168641;24/11/2018;1/12/2018;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;New York City;New York;10035;East;FUR-BO-10000780;Furniture;Bookcases;O'Sullivan Plantations 2-Door Library in Landvery Oak;321.568
544;CA-2018-168641;24/11/2018;1/12/2018;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;New York City;New York;10035;East;OFF-PA-10001972;Office Supplies;Paper;Xerox 214;12.96
545;CA-2018-123701;24/11/2018;27/11/2018;First Class;PG-18820;Patrick Gardner;Consumer;United States;San Francisco;California;94110;West;OFF-AR-10001860;Office Supplies;Art;BIC Liqua Brite Liner;27.76
546;CA-2018-131366;24/11/2018;29/11/2018;Standard Class;SC-20440;Shaun Chance;Corporate;United States;Lancaster;Pennsylvania;17602;East;TEC-PH-10003437;Technology;Phones;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;89.988
547;CA-2018-131366;24/11/2018;29/11/2018;Standard Class;SC-20440;Shaun Chance;Corporate;United States;Lancaster;Pennsylvania;17602;East;OFF-PA-10000675;Office Supplies;Paper;Xerox 1919;229.544
548;CA-2018-105543;24/11/2018;24/11/2018;Same Day;BG-11695;Brooke Gillingham;Corporate;United States;Garden City;Kansas;67846;Central;OFF-ST-10003123;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;33.29
549;CA-2018-162250;24/11/2018;24/11/2018;Same Day;PR-18880;Patrick Ryan;Consumer;United States;San Francisco;California;94109;West;OFF-PA-10002137;Office Supplies;Paper;Southworth 100% Résumé Paper, 24lb.;7.78
550;CA-2018-103765;24/11/2018;30/11/2018;Standard Class;JG-15310;Jason Gross;Corporate;United States;Odessa;Texas;79762;Central;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;13.762
551;US-2018-128118;24/11/2018;1/12/2018;Standard Class;MY-17380;Maribeth Yedwab;Corporate;United States;Memphis;Tennessee;38109;South;OFF-BI-10000216;Office Supplies;Binders;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";11.673
552;US-2018-128118;24/11/2018;1/12/2018;Standard Class;MY-17380;Maribeth Yedwab;Corporate;United States;Memphis;Tennessee;38109;South;OFF-EN-10003448;Office Supplies;Envelopes;Peel & Seel Recycled Catalog Envelopes, Brown;64.848
553;CA-2018-137505;24/11/2018;24/11/2018;Same Day;BP-11290;Beth Paige;Consumer;United States;Los Angeles;California;90008;West;FUR-TA-10000617;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;364.08
554;CA-2018-137505;24/11/2018;24/11/2018;Same Day;BP-11290;Beth Paige;Consumer;United States;Los Angeles;California;90008;West;FUR-TA-10001676;Furniture;Tables;Hon 61000 Series Interactive Training Tables;71.088
555;CA-2018-119004;23/11/2018;28/11/2018;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;28205;South;TEC-AC-10003499;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;74.112
556;CA-2018-119004;23/11/2018;28/11/2018;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;28205;South;TEC-PH-10002844;Technology;Phones;Speck Products Candyshell Flip Case;27.992
557;CA-2018-119004;23/11/2018;28/11/2018;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;28205;South;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;3.304
558;CA-2018-149160;23/11/2018;26/11/2018;Second Class;JM-15265;Janet Molinari;Corporate;United States;Canton;Michigan;48187;Central;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;28.4
559;CA-2018-149160;23/11/2018;26/11/2018;Second Class;JM-15265;Janet Molinari;Corporate;United States;Canton;Michigan;48187;Central;OFF-BI-10001543;Office Supplies;Binders;GBC VeloBinder Manual Binding System;287.92
560;CA-2018-103156;23/11/2018;24/11/2018;First Class;TD-20995;Tamara Dahlen;Consumer;United States;Philadelphia;Pennsylvania;19120;East;FUR-FU-10000320;Furniture;Furnishings;OIC Stacking Trays;24.048
561;CA-2018-107832;23/11/2018;26/11/2018;Second Class;FH-14275;Frank Hawley;Corporate;United States;Philadelphia;Pennsylvania;19120;East;OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers;7.476
562;CA-2018-119746;23/11/2018;27/11/2018;Standard Class;CM-12385;Christopher Martinez;Consumer;United States;Chicago;Illinois;60610;Central;FUR-FU-10004909;Furniture;Furnishings;Contemporary Wood/Metal Frame;6.464
563;CA-2018-119746;23/11/2018;27/11/2018;Standard Class;CM-12385;Christopher Martinez;Consumer;United States;Chicago;Illinois;60610;Central;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;11.52
564;CA-2018-119746;23/11/2018;27/11/2018;Standard Class;CM-12385;Christopher Martinez;Consumer;United States;Chicago;Illinois;60610;Central;TEC-PH-10004447;Technology;Phones;Toshiba IPT2010-SD IP Telephone;222.384
565;CA-2018-166919;23/11/2018;27/11/2018;Standard Class;AH-10210;Alan Hwang;Consumer;United States;Dallas;Texas;75220;Central;TEC-PH-10001305;Technology;Phones;Panasonic KX TS208W Corded phone;195.96
566;CA-2018-167017;23/11/2018;25/11/2018;First Class;DC-12850;Dan Campbell;Consumer;United States;Roseville;Michigan;48066;Central;OFF-SU-10001935;Office Supplies;Supplies;Staple remover;4.36
567;CA-2018-148992;23/11/2018;27/11/2018;Standard Class;CS-12250;Chris Selesnick;Corporate;United States;Chicago;Illinois;60623;Central;OFF-PA-10004285;Office Supplies;Paper;Xerox 1959;10.688
568;CA-2018-156622;23/11/2018;26/11/2018;First Class;JP-15460;Jennifer Patt;Corporate;United States;Dallas;Texas;75220;Central;OFF-PA-10000477;Office Supplies;Paper;Xerox 22;36.288
569;CA-2018-156622;23/11/2018;26/11/2018;First Class;JP-15460;Jennifer Patt;Corporate;United States;Dallas;Texas;75220;Central;OFF-PA-10002923;Office Supplies;Paper;Xerox 1942;78.304
570;CA-2018-156622;23/11/2018;26/11/2018;First Class;JP-15460;Jennifer Patt;Corporate;United States;Dallas;Texas;75220;Central;FUR-TA-10003008;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;127.785
571;CA-2018-156622;23/11/2018;26/11/2018;First Class;JP-15460;Jennifer Patt;Corporate;United States;Dallas;Texas;75220;Central;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;6.104
572;CA-2018-144036;22/11/2018;26/11/2018;Standard Class;FO-14305;Frank Olsen;Consumer;United States;Houston;Texas;77070;Central;OFF-AR-10000122;Office Supplies;Art;Newell 314;35.712
573;CA-2018-142888;21/11/2018;25/11/2018;Standard Class;BP-11230;Benjamin Patterson;Consumer;United States;Spokane;Washington;99207;West;FUR-TA-10004767;Furniture;Tables;Safco Drafting Table;70.98
574;CA-2018-107874;21/11/2018;25/11/2018;Standard Class;SW-20275;Scott Williamson;Consumer;United States;New York City;New York;10035;East;FUR-FU-10003535;Furniture;Furnishings;Howard Miller Distant Time Traveler Alarm Clock;27.42
575;CA-2018-103380;21/11/2018;25/11/2018;Standard Class;BF-11005;Barry Franz;Home Office;United States;Pasadena;California;91104;West;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;56.56
576;CA-2018-103380;21/11/2018;25/11/2018;Standard Class;BF-11005;Barry Franz;Home Office;United States;Pasadena;California;91104;West;OFF-AR-10003856;Office Supplies;Art;Newell 344;5.56
577;CA-2018-103380;21/11/2018;25/11/2018;Standard Class;BF-11005;Barry Franz;Home Office;United States;Pasadena;California;91104;West;OFF-FA-10004248;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;9.02
578;CA-2018-103380;21/11/2018;25/11/2018;Standard Class;BF-11005;Barry Franz;Home Office;United States;Pasadena;California;91104;West;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip, 4' Cord Length;8.62
579;CA-2018-103380;21/11/2018;25/11/2018;Standard Class;BF-11005;Barry Franz;Home Office;United States;Pasadena;California;91104;West;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;659.976
580;CA-2018-100811;21/11/2018;24/11/2018;First Class;CC-12475;Cindy Chapman;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;8.448
581;CA-2018-100811;21/11/2018;24/11/2018;First Class;CC-12475;Cindy Chapman;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;39.296
582;CA-2018-105130;21/11/2018;25/11/2018;Standard Class;PJ-18835;Patrick Jones;Corporate;United States;San Francisco;California;94122;West;OFF-AR-10003394;Office Supplies;Art;Newell 332;11.76
583;CA-2018-105130;21/11/2018;25/11/2018;Standard Class;PJ-18835;Patrick Jones;Corporate;United States;San Francisco;California;94122;West;OFF-BI-10001191;Office Supplies;Binders;Canvas Sectional Post Binders;40.736
584;CA-2018-110443;21/11/2018;25/11/2018;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Renton;Washington;98059;West;OFF-BI-10001670;Office Supplies;Binders;Vinyl Sectional Post Binders;150.8
585;CA-2018-110443;21/11/2018;25/11/2018;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Renton;Washington;98059;West;TEC-MA-10002073;Technology;Machines;3D Systems Cube Printer, 2nd Generation, White;1039.992
586;CA-2018-110443;21/11/2018;25/11/2018;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Renton;Washington;98059;West;OFF-PA-10003797;Office Supplies;Paper;Xerox 209;51.84
587;CA-2018-157420;21/11/2018;21/11/2018;Same Day;HZ-14950;Henia Zydlo;Consumer;United States;Houston;Texas;77095;Central;TEC-PH-10003555;Technology;Phones;Motorola HK250 Universal Bluetooth Headset;55.176
588;CA-2018-118731;20/11/2018;22/11/2018;Second Class;LP-17080;Liz Pelletier;Consumer;United States;San Francisco;California;94110;West;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;42.6
589;CA-2018-118731;20/11/2018;22/11/2018;Second Class;LP-17080;Liz Pelletier;Consumer;United States;San Francisco;California;94110;West;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;84.056
590;CA-2018-121818;20/11/2018;21/11/2018;First Class;JH-15430;Jennifer Halladay;Consumer;United States;Burlington;North Carolina;27217;South;OFF-AR-10000203;Office Supplies;Art;Newell 336;23.968
591;CA-2018-121818;20/11/2018;21/11/2018;First Class;JH-15430;Jennifer Halladay;Consumer;United States;Burlington;North Carolina;27217;South;OFF-AR-10004790;Office Supplies;Art;Staples in misc. colors;28.728
592;US-2018-161193;20/11/2018;26/11/2018;Standard Class;BT-11680;Brian Thompson;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77.6
593;US-2018-161193;20/11/2018;26/11/2018;Standard Class;BT-11680;Brian Thompson;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;4.656
594;US-2018-110996;20/11/2018;25/11/2018;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;Ontario;California;91761;West;FUR-CH-10003956;Furniture;Chairs;Novimex High-Tech Fabric Mesh Task Chair;283.92
595;CA-2018-146724;20/11/2018;27/11/2018;Standard Class;HG-15025;Hunter Glantz;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-AR-10001026;Office Supplies;Art;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;22
596;CA-2018-111556;20/11/2018;22/11/2018;First Class;CD-11920;Carlos Daly;Consumer;United States;New York City;New York;10035;East;OFF-PA-10003651;Office Supplies;Paper;Xerox 1968;46.76
597;CA-2018-111556;20/11/2018;22/11/2018;First Class;CD-11920;Carlos Daly;Consumer;United States;New York City;New York;10035;East;FUR-BO-10003159;Furniture;Bookcases;Sauder Camden County Collection Libraries, Planked Cherry Finish;183.968
598;CA-2018-111556;20/11/2018;22/11/2018;First Class;CD-11920;Carlos Daly;Consumer;United States;New York City;New York;10035;East;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;1259.97
599;CA-2018-111556;20/11/2018;22/11/2018;First Class;CD-11920;Carlos Daly;Consumer;United States;New York City;New York;10035;East;OFF-AR-10004602;Office Supplies;Art;Boston KS Multi-Size Manual Pencil Sharpener;68.97
600;CA-2018-103499;20/11/2018;24/11/2018;Standard Class;ES-14020;Erica Smith;Consumer;United States;Jackson;Tennessee;38301;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;209.568
601;CA-2018-154123;20/11/2018;25/11/2018;Standard Class;SC-20050;Sample Company A;Home Office;United States;Henderson;Kentucky;42420;South;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;27.58
602;CA-2018-120404;20/11/2018;24/11/2018;Second Class;KH-16330;Katharine Harms;Corporate;United States;New York City;New York;10035;East;TEC-AC-10003433;Technology;Accessories;Maxell 4.7GB DVD+R 5/Pack;2.97
603;CA-2018-120404;20/11/2018;24/11/2018;Second Class;KH-16330;Katharine Harms;Corporate;United States;New York City;New York;10035;East;TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;569.99
604;CA-2018-120404;20/11/2018;24/11/2018;Second Class;KH-16330;Katharine Harms;Corporate;United States;New York City;New York;10035;East;FUR-FU-10000820;Furniture;Furnishings;Tensor Brushed Steel Torchiere Floor Lamp;50.97
605;US-2018-152380;19/11/2018;23/11/2018;Standard Class;JH-15910;Jonathan Howell;Consumer;United States;Chicago;Illinois;60623;Central;FUR-TA-10002533;Furniture;Tables;BPI Conference Tables;219.075
606;CA-2018-162929;19/11/2018;22/11/2018;First Class;AS-10135;Adrian Shami;Home Office;United States;New York City;New York;10035;East;OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs;41.28
607;CA-2018-162929;19/11/2018;22/11/2018;First Class;AS-10135;Adrian Shami;Home Office;United States;New York City;New York;10035;East;OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;13.36
608;CA-2018-121468;19/11/2018;20/11/2018;First Class;KD-16345;Katherine Ducich;Consumer;United States;Westminster;California;92683;West;TEC-PH-10000376;Technology;Phones;Square Credit Card Reader;31.968
609;CA-2018-158876;19/11/2018;21/11/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-PA-10000308;Office Supplies;Paper;Xerox 1901;16.896
610;CA-2018-158876;19/11/2018;21/11/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-SU-10001165;Office Supplies;Supplies;Acme Elite Stainless Steel Scissors;6.672
611;CA-2018-158876;19/11/2018;21/11/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-AR-10003373;Office Supplies;Art;Boston School Pro Electric Pencil Sharpener, 1670;99.136
612;CA-2018-158876;19/11/2018;21/11/2018;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;FUR-FU-10001967;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;15.992
613;US-2018-139969;19/11/2018;26/11/2018;Standard Class;AF-10870;Art Ferguson;Consumer;United States;College Station;Texas;77840;Central;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;233.058
614;US-2018-137491;19/11/2018;25/11/2018;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;San Angelo;Texas;76903;Central;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;305.312
615;CA-2018-101042;19/11/2018;23/11/2018;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Henderson;Kentucky;42420;South;FUR-FU-10004665;Furniture;Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;821.88
616;CA-2018-101042;19/11/2018;23/11/2018;Standard Class;AB-10105;Adrian Barton;Consumer;United States;Henderson;Kentucky;42420;South;OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers;21.96
617;CA-2018-126242;19/11/2018;24/11/2018;Standard Class;MC-18100;Mick Crebagga;Consumer;United States;Los Angeles;California;90049;West;OFF-ST-10000675;Office Supplies;Storage;File Shuttle II and Handi-File, Black;305.01
618;CA-2018-126242;19/11/2018;24/11/2018;Standard Class;MC-18100;Mick Crebagga;Consumer;United States;Los Angeles;California;90049;West;FUR-FU-10002685;Furniture;Furnishings;"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";18.7
619;CA-2018-168858;19/11/2018;23/11/2018;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;New York City;New York;10011;East;OFF-EN-10001415;Office Supplies;Envelopes;Staple envelope;16.74
620;CA-2018-168858;19/11/2018;23/11/2018;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;New York City;New York;10011;East;OFF-AP-10003849;Office Supplies;Appliances;Hoover Shoulder Vac Commercial Portable Vacuum;2504.74
621;CA-2018-112529;19/11/2018;21/11/2018;First Class;SC-20770;Stewart Carmichael;Corporate;United States;San Antonio;Texas;78207;Central;FUR-TA-10002622;Furniture;Tables;Bush Andora Conference Table, Maple/Graphite Gray Finish;718.116
622;CA-2018-112529;19/11/2018;21/11/2018;First Class;SC-20770;Stewart Carmichael;Corporate;United States;San Antonio;Texas;78207;Central;OFF-AR-10001915;Office Supplies;Art;Peel-Off China Markers;31.776
623;CA-2018-110926;19/11/2018;23/11/2018;Standard Class;DD-13570;Dorothy Dickinson;Consumer;United States;Alexandria;Virginia;22304;South;OFF-FA-10000624;Office Supplies;Fasteners;OIC Binder Clips;25.06
